Page 0x00 Registers Name,Port 9,Port 10,Port 11,Port 12,
Reserved,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Inactive Firmware Version,0x0000,0x0000,0x0000,0x0000,
Inactive Firmware Version,0x0000,0x0000,0x0000,0x0000,
Module Media Type Encoding,0x0003,0x0003,0x0003,0x0003,
ApSel1 Host Electrical Interface ID,0x0049,0x0049,0x0049,0x0049,
ApSel1 Module Media Interface ID,0x0001,0x0001,0x0001,0x0001,
ApSel1 Host/Media Lane Count,0x0088,0x0088,0x0088,0x0088,
ApSel1 Host Lane Assignment Options,0x0001,0x0001,0x0001,0x0001,
ApSel2 Host Electrical Interface ID,0x0048,0x0048,0x0048,0x0048,
ApSel2 Module Media Interface ID,0x0001,0x0001,0x0001,0x0001,
ApSel2 Host/Media Lane Count,0x0044,0x0044,0x0044,0x0044,
ApSel2 Host Lane Assignment Options,0x0011,0x0011,0x0011,0x0011,
ApSel3 Host Electrical Interface ID,0x0047,0x0047,0x0047,0x0047,
ApSel3 Module Media Interface ID,0x0001,0x0001,0x0001,0x0001,
ApSel3 Host/Media Lane Count,0x0022,0x0022,0x0022,0x0022,
ApSel3 Host Lane Assignment Options,0x0055,0x0055,0x0055,0x0055,
ApSel4 Host Electrical Interface ID,0x0046,0x0046,0x0046,0x0046,
ApSel4 Module Media Interface ID,0x0001,0x0001,0x0001,0x0001,
ApSel4 Host/Media Lane Count,0x0011,0x0011,0x0011,0x0011,
ApSel4 Host Lane Assignment Options,0x00ff,0x00ff,0x00ff,0x00ff,
ApSel5 Host Electrical Interface ID,0x001d,0x001d,0x001d,0x001d,
ApSel5 Module Media Interface ID,0x0001,0x0001,0x0001,0x0001,
ApSel5 Host/Media Lane Count,0x0088,0x0088,0x0088,0x0088,
ApSel5 Host Lane Assignment Options,0x0001,0x0001,0x0001,0x0001,
ApSel6 Host Electrical Interface ID,0x001c,0x001c,0x001c,0x001c,
ApSel6 Module Media Interface ID,0x0001,0x0001,0x0001,0x0001,
ApSel6 Host/Media Lane Count,0x0044,0x0044,0x0044,0x0044,
ApSel6 Host Lane Assignment Options,0x0011,0x0011,0x0011,0x0011,
ApSel7 Host Electrical Interface ID,0x001b,0x001b,0x001b,0x001b,
ApSel7 Module Media Interface ID,0x0001,0x0001,0x0001,0x0001,
ApSel7 Host/Media Lane Count,0x0022,0x0022,0x0022,0x0022,
ApSel7 Host Lane Assignment Options,0x0055,0x0055,0x0055,0x0055,
ApSel8 Host Electrical Interface ID,0x0014,0x0014,0x0014,0x0014,
ApSel8 Module Media Interface ID,0x0001,0x0001,0x0001,0x0001,
ApSel8 Host/Media Lane Count,0x0011,0x0011,0x0011,0x0011,
ApSel8 Host Lane Assignment Options,0x00ff,0x00ff,0x00ff,0x00ff,
Password Change Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,0x0000,0x0000,
Bank Select,0x0000,0x0000,0x0000,0x0000,
Page Select,0x0011,0x0011,0x0011,0x0011,
Identifier,0x0018,0x0018,0x0018,0x0018,
Vendor Name,0x004d,0x004d,0x004d,0x004d,
Vendor Name,0x006f,0x006f,0x006f,0x006f,
Vendor Name,0x006c,0x006c,0x006c,0x006c,
Vendor Name,0x0065,0x0065,0x0065,0x0065,
Vendor Name,0x0078,0x0078,0x0078,0x0078,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor Name,0x0020,0x0020,0x0020,0x0020,
Vendor OUI,0x0000,0x0000,0x0000,0x0000,
Vendor OUI,0x0009,0x0009,0x0009,0x0009,
Vendor OUI,0x003a,0x003a,0x003a,0x003a,
Vendor PN,0x0032,0x0032,0x0032,0x0032,
Vendor PN,0x0031,0x0031,0x0031,0x0031,
Vendor PN,0x0032,0x0032,0x0032,0x0032,
Vendor PN,0x0036,0x0036,0x0036,0x0036,
Vendor PN,0x0037,0x0037,0x0037,0x0037,
Vendor PN,0x0035,0x0035,0x0035,0x0035,
Vendor PN,0x0033,0x0033,0x0033,0x0033,
Vendor PN,0x0030,0x0030,0x0030,0x0030,
Vendor PN,0x0031,0x0031,0x0031,0x0031,
Vendor PN,0x0030,0x0030,0x0030,0x0030,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor PN,0x0020,0x0020,0x0020,0x0020,
Vendor Rev,0x0030,0x0030,0x0030,0x0030,
Vendor Rev,0x0031,0x0031,0x0031,0x0031,
Vendor SN,0x0032,0x0032,0x0032,0x0032,
Vendor SN,0x0033,0x0033,0x0033,0x0033,
Vendor SN,0x0032,0x0032,0x0032,0x0032,
Vendor SN,0x0030,0x0030,0x0030,0x0030,
Vendor SN,0x0033,0x0033,0x0033,0x0033,
Vendor SN,0x0033,0x0033,0x0033,0x0033,
Vendor SN,0x0033,0x0033,0x0033,0x0033,
Vendor SN,0x0031,0x0031,0x0031,0x0031,
Vendor SN,0x0038,0x0038,0x0038,0x0038,
Vendor SN,0x0039,0x0039,0x0039,0x0039,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Vendor SN,0x0020,0x0020,0x0020,0x0020,
Date Code Year,0x0032,0x0032,0x0032,0x0032,
Date Code Year,0x0033,0x0033,0x0033,0x0033,
Date Code Month,0x0030,0x0030,0x0030,0x0030,
Date Code Month,0x0037,0x0037,0x0037,0x0037,
Date Code Day,0x0032,0x0032,0x0032,0x0032,
Date Code Day,0x0032,0x0032,0x0032,0x0032,
Lot Code,0x0020,0x0020,0x0020,0x0020,
Lot Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
CLEI Code,0x0020,0x0020,0x0020,0x0020,
Module Power Class,0x0000,0x0000,0x0000,0x0000,
Max Power,0x0006,0x0006,0x0006,0x0006,
Cable Assembly Length,0x0041,0x0041,0x0041,0x0041,
Media Connector Type,0x0023,0x0023,0x0023,0x0023,
Copper Cable Attenuation 5 GHz,0x0003,0x0003,0x0003,0x0003,
Copper Cable Attenuation 7 GHz,0x0003,0x0003,0x0003,0x0003,
Copper Cable Attenuation 12.9 GHz,0x0005,0x0005,0x0005,0x0005,
Copper Cable Attenuation 25.8 GHz,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Media Lane Implementation Near End,0x0000,0x0000,0x0000,0x0000,
Media Lane Implementation Far End,0x0002,0x0002,0x0002,0x0002,
Media Interface Technology,0x000a,0x000a,0x000a,0x000a,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Checksum,0x00cf,0x00cf,0x00cf,0x00cf,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,0x0000,0x0000,
