Physical Lane,PCS Lane Marker Lock,PCS Lane Marker Map,Relative Lane Skew (ns),PCS Lane Marker Error Count,FEC Symbol Error Count,FEC Corrected Bits Count,FEC Symbol Error Rate,FEC Corrected Bit Rate
Port 123
Totals, Lock,all,9.035,0.0,0.0,349.0,0.000000e+00,3.845837e-10,
Lane-0,Lock,0,3.011,0,0,33,0.000000e+00,3.685234e-11,
Lane-1,Lock,1,3.011,0,0,8,0.000000e+00,8.803326e-12,
Lane-2,Lock,2,3.011,0,0,19,0.000000e+00,2.090790e-11,
Lane-3,Lock,3,3.011,0,0,8,0.000000e+00,8.803326e-12,
Lane-4,Lock,4,0.0,0,0,17,0.000000e+00,1.870707e-11,
Lane-5,Lock,5,0.0,0,0,1,0.000000e+00,1.100416e-12,
Lane-6,Lock,6,0.0,0,0,43,0.000000e+00,4.731788e-11,
Lane-7,Lock,7,0.0,0,0,1,0.000000e+00,1.100416e-12,
Lane-8,Lock,8,9.035,0,0,16,0.000000e+00,1.760665e-11,
Lane-9,Lock,9,9.035,0,0,26,0.000000e+00,2.861081e-11,
Lane-10,Lock,10,9.035,0,0,27,0.000000e+00,2.971123e-11,
Lane-11,Lock,11,9.035,0,0,23,0.000000e+00,2.530956e-11,
Lane-12,Lock,12,9.035,0,0,10,0.000000e+00,1.100416e-11,
Lane-13,Lock,13,9.035,0,0,2,0.000000e+00,2.200832e-12,
Lane-14,Lock,14,9.035,0,0,72,0.000000e+00,7.922994e-11,
Lane-15,Lock,15,9.035,0,0,43,0.000000e+00,4.731788e-11,



