Physical Lane,PCS Lane Marker Lock,PCS Lane Marker Map,Relative Lane Skew (ns),PCS Lane Marker Error Count,FEC Symbol Error Count,FEC Corrected Bits Count,FEC Symbol Error Rate,FEC Corrected Bit Rate
Port 1
Totals, Lock,all,9.035,0.0,0.0,438.0,0.000000e+00,2.540467e-10,
Lane-0,Lock,0,3.011,0,0,2,0.000000e+00,1.178426e-12,
Lane-1,Lock,16,3.011,0,0,2,0.000000e+00,1.168296e-12,
Lane-2,Lock,1,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-3,Lock,17,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-4,Lock,2,3.011,0,0,8,0.000000e+00,4.673184e-12,
Lane-5,Lock,18,3.011,0,0,1,0.000000e+00,5.841480e-13,
Lane-6,Lock,3,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-7,Lock,19,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-8,Lock,4,0.0,0,0,5,0.000000e+00,2.920740e-12,
Lane-9,Lock,20,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-10,Lock,5,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-11,Lock,21,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-12,Lock,6,0.0,0,0,7,0.000000e+00,4.058699e-12,
Lane-13,Lock,22,0.0,0,0,9,0.000000e+00,5.218328e-12,
Lane-14,Lock,7,0.0,0,0,2,0.000000e+00,1.159628e-12,
Lane-15,Lock,23,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-16,Lock,24,3.011,0,0,8,0.000000e+00,4.638513e-12,
Lane-17,Lock,8,0.0,0,0,5,0.000000e+00,2.899071e-12,
Lane-18,Lock,25,6.023,0,0,1,0.000000e+00,5.798142e-13,
Lane-19,Lock,9,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-20,Lock,26,9.035,0,0,92,0.000000e+00,5.334290e-11,
Lane-21,Lock,10,9.035,0,0,271,0.000000e+00,1.571296e-10,
Lane-22,Lock,27,3.011,0,0,2,0.000000e+00,1.159628e-12,
Lane-23,Lock,11,3.011,0,0,1,0.000000e+00,5.798142e-13,
Lane-24,Lock,12,9.035,0,0,9,0.000000e+00,5.218328e-12,
Lane-25,Lock,28,9.035,0,0,9,0.000000e+00,5.218328e-12,
Lane-26,Lock,13,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-27,Lock,29,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-28,Lock,30,3.011,0,0,4,0.000000e+00,2.319257e-12,
Lane-29,Lock,14,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-30,Lock,31,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-31,Lock,15,6.023,0,0,0,0.000000e+00,0.000000e+00,



Port 2
Totals, Lock,all,12.047,0.0,0.0,524.0,0.000000e+00,2.998541e-10,
Lane-0,Lock,0,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-1,Lock,16,3.011,0,0,3,0.000000e+00,1.725686e-12,
Lane-2,Lock,1,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-3,Lock,17,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-4,Lock,2,6.023,0,0,6,0.000000e+00,3.451371e-12,
Lane-5,Lock,18,6.023,0,0,4,0.000000e+00,2.300914e-12,
Lane-6,Lock,3,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-7,Lock,19,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-8,Lock,20,0.0,0,0,28,0.000000e+00,1.610640e-11,
Lane-9,Lock,4,0.0,0,0,8,0.000000e+00,4.601828e-12,
Lane-10,Lock,21,3.011,0,0,1,0.000000e+00,5.752286e-13,
Lane-11,Lock,5,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-12,Lock,22,3.011,0,0,58,0.000000e+00,3.336326e-11,
Lane-13,Lock,6,3.011,0,0,63,0.000000e+00,3.623940e-11,
Lane-14,Lock,23,6.023,0,0,8,0.000000e+00,4.566346e-12,
Lane-15,Lock,7,6.023,0,0,5,0.000000e+00,2.853966e-12,
Lane-16,Lock,8,6.023,0,0,5,0.000000e+00,2.853966e-12,
Lane-17,Lock,24,6.023,0,0,3,0.000000e+00,1.712380e-12,
Lane-18,Lock,9,9.035,0,0,0,0.000000e+00,0.000000e+00,
Lane-19,Lock,25,9.035,0,0,0,0.000000e+00,0.000000e+00,
Lane-20,Lock,26,12.047,0,0,45,0.000000e+00,2.568570e-11,
Lane-21,Lock,10,12.047,0,0,238,0.000000e+00,1.358488e-10,
Lane-22,Lock,27,9.035,0,0,0,0.000000e+00,0.000000e+00,
Lane-23,Lock,11,9.035,0,0,1,0.000000e+00,5.707933e-13,
Lane-24,Lock,12,9.035,0,0,11,0.000000e+00,6.278726e-12,
Lane-25,Lock,28,9.035,0,0,20,0.000000e+00,1.141587e-11,
Lane-26,Lock,13,9.035,0,0,0,0.000000e+00,0.000000e+00,
Lane-27,Lock,29,9.035,0,0,0,0.000000e+00,0.000000e+00,
Lane-28,Lock,14,6.023,0,0,8,0.000000e+00,4.566346e-12,
Lane-29,Lock,30,6.023,0,0,9,0.000000e+00,5.137139e-12,
Lane-30,Lock,15,9.035,0,0,0,0.000000e+00,0.000000e+00,
Lane-31,Lock,31,9.035,0,0,0,0.000000e+00,0.000000e+00,



