Page 0x00 Registers Name,Port 2,Port 4,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Custom,0x0000,0x0000,
Inactive Firmware Version,0x0000,0x0000,
Inactive Firmware Version,0x0000,0x0000,
Module Media Type Encoding,0x0002,0x0002,
ApSel1 Host Electrical Interface ID,0x004b,0x004b,
ApSel1 Module Media Interface ID,0x0014,0x0014,
ApSel1 Host/Media Lane Count,0x0011,0x0011,
ApSel1 Host Lane Assignment Options,0x00ff,0x00ff,
ApSel2 Host Electrical Interface ID,0x00ff,0x00ff,
ApSel2 Module Media Interface ID,0x0000,0x0000,
ApSel2 Host/Media Lane Count,0x0000,0x0000,
ApSel2 Host Lane Assignment Options,0x0000,0x0000,
ApSel3 Host Electrical Interface ID,0x0000,0x0000,
ApSel3 Module Media Interface ID,0x0000,0x0000,
ApSel3 Host/Media Lane Count,0x0000,0x0000,
ApSel3 Host Lane Assignment Options,0x0000,0x0000,
ApSel4 Host Electrical Interface ID,0x0000,0x0000,
ApSel4 Module Media Interface ID,0x0000,0x0000,
ApSel4 Host/Media Lane Count,0x0000,0x0000,
ApSel4 Host Lane Assignment Options,0x0000,0x0000,
ApSel5 Host Electrical Interface ID,0x0000,0x0000,
ApSel5 Module Media Interface ID,0x0000,0x0000,
ApSel5 Host/Media Lane Count,0x0000,0x0000,
ApSel5 Host Lane Assignment Options,0x0000,0x0000,
ApSel6 Host Electrical Interface ID,0x0000,0x0000,
ApSel6 Module Media Interface ID,0x0000,0x0000,
ApSel6 Host/Media Lane Count,0x0000,0x0000,
ApSel6 Host Lane Assignment Options,0x0000,0x0000,
ApSel7 Host Electrical Interface ID,0x0000,0x0000,
ApSel7 Module Media Interface ID,0x0000,0x0000,
ApSel7 Host/Media Lane Count,0x0000,0x0000,
ApSel7 Host Lane Assignment Options,0x0000,0x0000,
ApSel8 Host Electrical Interface ID,0x0000,0x0000,
ApSel8 Module Media Interface ID,0x0000,0x0000,
ApSel8 Host/Media Lane Count,0x0000,0x0000,
ApSel8 Host Lane Assignment Options,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,
Password Change Entry Area,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,
Password Entry Area,0x0000,0x0000,
Bank Select,0x0000,0x0000,
Page Select,0x0000,0x0000,
Identifier,0x0018,0x0019,
Vendor Name,0x0045,0x0045,
Vendor Name,0x006f,0x006f,
Vendor Name,0x0070,0x0070,
Vendor Name,0x0074,0x0074,
Vendor Name,0x006f,0x006f,
Vendor Name,0x006c,0x006c,
Vendor Name,0x0069,0x0069,
Vendor Name,0x006e,0x006e,
Vendor Name,0x006b,0x006b,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor Name,0x0020,0x0020,
Vendor OUI,0x0070,0x0070,
Vendor OUI,0x00ee,0x00ee,
Vendor OUI,0x00a3,0x00a3,
Vendor PN,0x0045,0x0045,
Vendor PN,0x004f,0x004f,
Vendor PN,0x004c,0x004c,
Vendor PN,0x0044,0x004f,
Vendor PN,0x002d,0x002d,
Vendor PN,0x0031,0x0031,
Vendor PN,0x0033,0x0033,
Vendor PN,0x0038,0x0038,
Vendor PN,0x0048,0x0048,
Vendor PN,0x0047,0x0047,
Vendor PN,0x002d,0x002d,
Vendor PN,0x0035,0x0035,
Vendor PN,0x0048,0x0048,
Vendor PN,0x002d,0x002d,
Vendor PN,0x0053,0x0053,
Vendor PN,0x004d,0x004d,
Vendor Rev,0x0030,0x0030,
Vendor Rev,0x0031,0x0031,
Vendor SN,0x0044,0x0055,
Vendor SN,0x004e,0x004e,
Vendor SN,0x0034,0x0041,
Vendor SN,0x0044,0x0038,
Vendor SN,0x0031,0x0034,
Vendor SN,0x0038,0x0039,
Vendor SN,0x0030,0x0030,
Vendor SN,0x0030,0x0030,
Vendor SN,0x0030,0x0030,
Vendor SN,0x0031,0x0033,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Date Code Year,0x0032,0x0032,
Date Code Year,0x0032,0x0032,
Date Code Month,0x0030,0x0031,
Date Code Month,0x0034,0x0031,
Date Code Day,0x0032,0x0030,
Date Code Day,0x0036,0x0039,
Lot Code,0x0020,0x0020,
Lot Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
CLEI Code,0x0020,0x0020,
Module Power Class,0x00e0,0x00e0,
Max Power,0x0048,0x0048,
Cable Assembly Length,0x0000,0x0000,
Media Connector Type,0x0028,0x0028,
Copper Cable Attenuation 5 GHz,0x0000,0x0000,
Copper Cable Attenuation 7 GHz,0x0000,0x0000,
Copper Cable Attenuation 12.9 GHz,0x0000,0x0000,
Copper Cable Attenuation 25.8 GHz,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Media Lane Implementation Near End,0x0000,0x0000,
Media Lane Implementation Far End,0x0000,0x0000,
Media Interface Technology,0x0004,0x0004,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Custom,0x0000,0x0000,
Checksum,0x00fa,0x001d,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
