Page 0x00 Registers Name,Port 1,Port 2,
ApSel8 Host Lane Assignment Options,0x0000,0x0000,
Password,0x0000,0x0000,
Password,0x0000,0x0000,
Password,0x0000,0x0000,
Password,0x0000,0x0000,
Password,0x0000,0x0000,
Password,0x0000,0x0000,
Password,0x0000,0x0000,
Password,0x0000,0x0000,
Bank Select,0x0000,0x0000,
Page Select,0x0000,0x0000,
Identifier,0x0011,0x0011,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0023,0x0023,
Vendor Name,0x0088,0x0088,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0070,0x0070,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0000,0x0000,
Vendor Name,0x00ff,0x00ff,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0000,0x0000,
Vendor Name,0x0000,0x0000,
Vendor OUI,0x0000,0x0000,
Vendor OUI,0x0003,0x0003,
Vendor OUI,0x00a0,0x00a0,
Vendor PN,0x004d,0x004d,
Vendor PN,0x006f,0x006f,
Vendor PN,0x006c,0x006c,
Vendor PN,0x0065,0x0065,
Vendor PN,0x0078,0x0078,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor PN,0x0020,0x0020,
Vendor Rev,0x000f,0x000f,
Vendor Rev,0x0000,0x0000,
Vendor SN,0x0009,0x0009,
Vendor SN,0x003a,0x003a,
Vendor SN,0x0031,0x0031,
Vendor SN,0x0030,0x0030,
Vendor SN,0x0030,0x0030,
Vendor SN,0x0032,0x0032,
Vendor SN,0x0039,0x0039,
Vendor SN,0x0037,0x0037,
Vendor SN,0x0031,0x0031,
Vendor SN,0x0033,0x0033,
Vendor SN,0x0030,0x0030,
Vendor SN,0x0031,0x0031,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Vendor SN,0x0020,0x0020,
Date Code Year,0x0020,0x0020,
Date Code Year,0x0020,0x0020,
Date Code Month,0x0020,0x0020,
Date Code Month,0x0020,0x0020,
Date Code Day,0x0007,0x0007,
Date Code Day,0x000a,0x000a,
Lot Code,0x000c,0x000c,
Lot Code,0x0012,0x0012,
CLEI Code,0x0000,0x0000,
CLEI Code,0x00ac,0x00ac,
CLEI Code,0x000b,0x000b,
CLEI Code,0x0000,0x0000,
CLEI Code,0x0000,0x0000,
CLEI Code,0x0000,0x0000,
CLEI Code,0x0036,0x0036,
CLEI Code,0x0032,0x0032,
CLEI Code,0x0039,0x0039,
CLEI Code,0x0034,0x0034,
Module Power Class,0x0032,0x0032,
Max Power,0x0030,0x0030,
Cable Assembly Length,0x0038,0x0038,
Media Connector Type,0x0036,0x0036,
Copper Cable Attenuation 5 GHz,0x0031,0x0031,
Copper Cable Attenuation 7 GHz,0x0020,0x0020,
Copper Cable Attenuation 12.9 GHz,0x0020,0x0020,
Copper Cable Attenuation 25.8 GHz,0x0020,0x0020,
Reserved,0x0020,0x0020,
Reserved,0x0020,0x0020,
Media Lane Implementation Near End,0x0020,0x0020,
Media Lane Implementation Far End,0x0020,0x0020,
Media Interface Technology,0x0031,0x0031,
Reserved,0x0036,0x0036,
Reserved,0x0031,0x0031,
Reserved,0x0030,0x0030,
Reserved,0x0032,0x0032,
Reserved,0x0030,0x0030,
Reserved,0x0020,0x0020,
Reserved,0x0020,0x0020,
Reserved,0x0000,0x0000,
Custom,0x0000,0x0000,
Checksum,0x0067,0x0067,
Custom Info Non-volatile,0x0092,0x0092,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
Custom Info Non-volatile,0x0000,0x0000,
