Physical Lane,Pattern Lock,Pattern Transmit,Pattern Received,Bits Send,Bits Received,Bit Error Received Bit Error Ratio
Total,lock,11Q,11Q,55605611138400.0,55605611141760.0,29.0,1.664700e-11,
Total,lock,11Q,11Q,6857870256720,6857870256000,0,0.000000e+00,
Total,lock,11Q,11Q,6857870256640,6857870257920,1,5.830000e-13,
Total,lock,11Q,11Q,6966108598000,6966108599040,3,1.720000e-12,
Total,lock,11Q,11Q,6966108597920,6966108599040,0,0.000000e+00,
Total,lock,11Q,11Q,6966108598080,6966108599040,1,5.740000e-13,
Total,lock,11Q,11Q,6966108598080,6966108599040,23,1.320000e-11,
Total,lock,11Q,11Q,7006059613760,7006059613440,1,5.700000e-13,
Total,lock,11Q,11Q,7019376619200,7019376618240,0,0.000000e+00,



