Physical Lane,Pattern Lock,Pattern Transmit,Pattern Received,Bits Send,Bits Received,Bit Error Received Bit Error Ratio
Total,lock,PRBS-31Q,PRBS-31Q,13956968516240.0,13956968519040.0,54.0,6.188000e-11,
Total,lock,PRBS-31Q,PRBS-31Q,1744621064480,1744621063680,0,0.000000e+00,
Total,lock,PRBS-31Q,PRBS-31Q,1744621064640,1744621063680,14,1.604000e-11,
Total,lock,PRBS-31Q,PRBS-31Q,1744621064640,1744621065600,0,0.000000e+00,
Total,lock,PRBS-31Q,PRBS-31Q,1744621064480,1744621065600,3,3.440000e-12,
Total,lock,PRBS-31Q,PRBS-31Q,1744621064560,1744621063680,2,2.290000e-12,
Total,lock,PRBS-31Q,PRBS-31Q,1744621064480,1744621065600,7,8.020000e-12,
Total,lock,PRBS-31Q,PRBS-31Q,1744621064480,1744621065600,24,2.750000e-11,
Total,lock,PRBS-31Q,PRBS-31Q,1744621064480,1744621065600,4,4.590000e-12,



Physical Lane,Pattern Lock,Pattern Transmit,Pattern Received,Bits Send,Bits Received,Bit Error Received Bit Error Ratio
Total,lock,PRBS-31Q,PRBS-31Q,13958731568880.0,13958731574400.0,1000.0,1.146910e-09,
Total,lock,PRBS-31Q,PRBS-31Q,1744841446080,1744841447040,1,1.150000e-12,
Total,lock,PRBS-31Q,PRBS-31Q,1744841446240,1744841445120,10,1.150000e-11,
Total,lock,PRBS-31Q,PRBS-31Q,1744841446080,1744841447040,419,4.805000e-10,
Total,lock,PRBS-31Q,PRBS-31Q,1744841446160,1744841447040,1,1.150000e-12,
Total,lock,PRBS-31Q,PRBS-31Q,1744841446080,1744841447040,266,3.050000e-10,
Total,lock,PRBS-31Q,PRBS-31Q,1744841446080,1744841447040,265,3.041000e-10,
Total,lock,PRBS-31Q,PRBS-31Q,1744841446080,1744841447040,27,3.090000e-11,
Total,lock,PRBS-31Q,PRBS-31Q,1744841446080,1744841447040,11,1.261000e-11,



